,ID,Name,Description,PricePer1000,Min,Max
17,2018,🔥🔥🔥 [EXCLUSIVE] Instagram Followers [100% REAL] [AR7] [100K/username - 140/order] [3H - 140/Day] ♻🔥🔥🔥,⚠️⚠️⚠️!!!USERNAME ONLY!!!⚠️⚠️⚠️  📌The Start Time: 0-2 Hours (Usual start within 30-60 minutes) 📌The daily delivery speed: 1000-2000 Followers. 📌Guarantee: The delivery is Guaranteed. 📌Refill: Auto-Refill within 7 days after delivery. 📌Details: Stable  Almost Non-Drop.  📌Quality Example ~ The Approximative Data: -https://www.instagram.com/svez8z -https://www.instagram.com/football_news_90___ -https://www.instagram.com/hadil_dali -https://www.instagram.com/ehsase_tokhmii/ (5-15%)  📌The minimum order - 140 Followers 📌The maximum order - 140 Followers,                                                                                         ₹685.44                                         ,140,140
18,2019,🔥🔥🔥 [EXCLUSIVE] Instagram Followers [100% REAL] [AR7] [100K/username - 290/order] [3H - 290/Day] ♻🔥🔥🔥,⚠️⚠️⚠️!!!USERNAME ONLY!!!⚠️⚠️⚠️  📌The Start Time: 0-2 Hours (Usual start within 30-60 minutes) 📌The daily delivery speed: 1000-2000 Followers. 📌Guarantee: The delivery is Guaranteed. 📌Refill: Auto-Refill within 7 days after delivery. 📌Details: Stable  Almost Non-Drop.  📌Quality Example ~ The Approximative Data: -https://www.instagram.com/svez8z -https://www.instagram.com/football_news_90___ -https://www.instagram.com/hadil_dali -https://www.instagram.com/ehsase_tokhmii/ (5-15%)  📌The minimum order - 290 Followers 📌The maximum order - 290 Followers,                                                                                         ₹685.44                                         ,290,290
19,2020,🔥🔥🔥 [EXCLUSIVE] Instagram Followers [100% REAL] [AR7] [100K/username - 700/order] [3H - 700/Day] ♻🔥🔥🔥,⚠️⚠️⚠️!!!USERNAME ONLY!!!⚠️⚠️⚠️  📌The Start Time: 0-2 Hours (Usual start within 30-60 minutes) 📌The daily delivery speed: 1000-2000 Followers. 📌Guarantee: The delivery is Guaranteed. 📌Refill: Auto-Refill within 7 days after delivery. 📌Details: Stable  Almost Non-Drop.  📌Quality Example ~ The Approximative Data: -https://www.instagram.com/svez8z -https://www.instagram.com/football_news_90___ -https://www.instagram.com/hadil_dali -https://www.instagram.com/ehsase_tokhmii/ (5-15%)  📌The minimum order - 700 Followers 📌The maximum order - 700 Followers,                                                                                         ₹685.44                                         ,700,700
20,2038,Elite Royale Pass Pack [Season 12] - [Free 70 Uc],Instant Delivery - 12H 100% Safe No hack Put your character ID in the Link box  example: https://prnt.sc/q1whwt,                                                                                         ₹798.00                                         ,1000,1000
21,2039,Elite Plus Royal Pass Pack (Season 12) - [Free Classic Create Coupon],Instant Delivery - 12H 100% Safe No hack Put your character ID in the Link box  example: https://prnt.sc/q1whwt,                                                                                         ₹2016.00                                         ,1000,1000
22,2040,PUBG UC Cash - 63UC,Instant Delivery - 12H 100% Safe No hack Put your character ID in the Link box  example: https://prnt.sc/q1whwt,                                                                                         ₹80.00                                         ,1000,1000
23,2041,PUBG UC Cash - 340UC,Instant Delivery - 12H 100% Safe No hack Put your character ID in the Link box  example: https://prnt.sc/q1whwt,                                                                                         ₹403.20                                         ,1000,1000
24,2042,PUBG UC Cash - 690UC,Instant Delivery - 12H 100% Safe No hack Put your character ID in the Link box  example: https://prnt.sc/q1whwt,                                                                                         ₹756.00                                         ,1000,1000
25,2043,PUBG UC Cash - 1875UC,Instant Delivery - 12H 100% Safe No hack Put your character ID in the Link box  example: https://prnt.sc/q1whwt,                                                                                         ₹2016.00                                         ,1000,1000
26,2044,PUBG UC Cash - 4000UC,Instant Delivery - 12H 100% Safe No hack Put your character ID in the Link box  example: https://prnt.sc/q1whwt,                                                                                         ₹3864.00                                         ,1000,1000
27,2045,PUBG UC Cash - 8400UC,Instant Delivery - 12H 100% Safe No hack Put your character ID in the Link box  example: https://prnt.sc/q1whwt,                                                                                         ₹8064.00                                         ,1000,1000
28,2075,REAL AND LESS DROP Instagram Followers S31 (50/10k) NR (Real Majority) 500/day,0-1h | 500-1000 PER DAY | Less Drop  ORGANIC SPEED,                                                                                         ₹150.00                                         ,50,10000
29,2076,Instagram Followers [ Max 8k] [Real Mixed] [4k/day],Real Mixed  Speed - 4k/day  No Refill / No refund,                                                                                         ₹60.00                                         ,30,8000
30,2012,Instagram followers cheapest ,no refill  no guarantee of dropping..  fast,                                                                                         ₹29.00                                         ,50,10000
31,2035,Instagram Followers Max  - 80% Real - 10-20% Drop - No Refill,1k in 1 minutes 80% real,                                                                                         ₹134.40                                         ,100,5000
32,2021,Instagram Followers [50K] [1k-2k/day][R30] [ Speed for now 500/day],Max 50k  Refill 30 days  Start instant - 12 hours  Speed - 1k-3k/Day,                                                                                         ₹300.00                                         ,100,50000
33,2013,REAL Instagram Followers INDIAN MIXED,INDIAN MIXED FOLLOWERS  WE DO NOT OFFERS REFILL FOR THIS SERVICE AS MAJORITY IS REAL,                                                                                         ₹280.00                                         ,100,5000
34,2023,🇸🇦Instagram Followers [100K] [ARAB - خليجي حقيقي متفاعلين] ⚡️💧⭐,Start Time & Speed: Refer to monitor.justanotherpanel.com Quality: Specs: Username only Refill: NO REFILL  NO REFUND  order under your own consent.,                                                                                         ₹504.00                                         ,2000,100000
35,2024,Instagram Followers [3K] [BRAZIL] [R30] [48H - 2K/DAY] ♻,Start Time & Speed: 24-48h to Start - 1-2k day Quality: High Quality Refill: 30 Days,                                                                                         ₹897.12                                         ,100,5000
36,2025,🇮🇷 Instagram IRAN Followers [2K] [REAL] [1H - 2K/Day],Start Time: 0-1 Hour (usually within 5 minutes) Speed: 2K/Day Quality: Only %100 Real and Active Accounts. No Refill (Real  can unfollow).  Quality Example ~ The Approximative Data: -https://www.instagram.com/mr.ecommerce/ -https://www.instagram.com/zagborz1/ -https://www.instagram.com/tabarika/,                                                                                         ₹840.00                                         ,2000,2000
37,2026,🇧🇷Instagram Followers [FEMALE - BRAZIL] [R30] [2H - 1K/Day] ♻,Start time = 2 hours (usually instant) Speed = 1K/Day 100% Brazil Female Refill: 30 days,                                                                                         ₹1263.61                                         ,100,1000
38,2027,🇮🇩Instagram Followers [INDONESIA] [12H - 500/Day],Instagram Followers [INDONESIA] [12H - 500/Day]],                                                                                         ₹423.36                                         ,100,1000
39,2028,🇸🇦🇮🇷Instagram Followers [ARAB - IRAN MIX] [2K] [100% REAL] [1H - 2K/Day],Start Time: 0-1 Hour (In 99% of cases start within 5 minutes) Quality: Only %100 Real and Active Accounts. No Refill But Less Drop! BEST FOR EXPLORE PAGE  Quality Example ~ The Approximative Data: -https://www.instagram.com/mr.ecommerce/ -https://www.instagram.com/zagborz1/ -https://www.instagram.com/tabarika/  Server have 300K Capacity per day limit so it can take up to 12 hours for your order to start if the capacity was reached,                                                                                         ₹504.00                                         ,1000,2000
40,2049,Instagram Likes -- Exclusive🔥⚡👌[ Speed 2-3k/Hour] [Auto Refill],Orders before 3rd april are only 3 days auto refill    New Description:  🔋 Automatic Refill Conditions  ♻️ 4 x Quantity guarantee  ♻️ 15 days auto-refills  ♻️ Check for drop every 30 mins,                                                                                         ₹45.00                                         ,10,30000
41,2058,NON DROP 🔥 Instagram Likes   Real Accounts ~ Fast, Speed : Instant  → Stuck issues : No  → Min Order : 50  → Max Order: 10000  → Any extra ordinary specs : Cheapest real fast likes,                                                                                         ₹40.00                                         ,10,10000
42,2062,Instagram Likes 100% Real [ Country - Turkey + Asia],1k-2k/hour turkey- asia targeted,                                                                                         ₹52.00                                         ,50,50000
43,1982,Instagram Likes Max 10k [ 500-1k/hour] ,cheapest likes 500-1k per hour no refill,                                                                                         ₹15.00                                         ,50,10000
44,2036,IG LIKES [ 5-7k/hour] [Instant Start]🔥 [ Recommended] [ No Refill ],start time- instant 5-6k/day No refill,                                                                                         ₹22.26                                         ,10,30000
45,1979,Instagram Likes Max 5000 - 100% Real Profiles - With stories and post [ 500/hour],Real profiles Max 1000 Speed 500/hour,                                                                                         ₹237.48                                         ,50,5000
46,1980,Instagram Power Likes {3K} - Real Users,Real accounts All accounts have profile pictures All accounts have also posted photos Very HQ LIKES,                                                                                         ₹70.04                                         ,100,3000
47,1981,Instagram Power Likes {5K} [ 100% Real profiles ] [ Speed 300-500/hour],- HIGH-END IG POWER Likes - Instant Start ! - All Accounts are HIGH Quality with 10K+ Followers ! - Will Increase Your Chance to Reach Explore Page ! - Min order : 20 - Max order : 1K,                                                                                         ₹281.75                                         ,50,5000
48,1983,🇸🇦Instagram Likes [200] [ARAB - SUPER REAL] [6H - 200/Day],Start Time: Instant - 6H Speed: 300/Day Quality: REAL ARAB Accounts with profile pictures and posts Extra Likes: 0%.,                                                                                         ₹135.24                                         ,100,10000
49,1984,Instagram Likes + Impressions [TURKEY] [20K] [1H - 10K/Day] 💧,Start Time: 0-60 Minutes Speed: 10K/ day Refill: No refill Specs: can face delays sometimes,                                                                                         ₹205.28                                         ,50,20000
50,1985,Instagram Likes [3K] [BRAZIL - REAL] [3H - SUPER SLOW ~ 100/Day],REAL LIKES! Some VERIFIED accounts will like!,                                                                                         ₹161.00                                         ,100,3000
51,1986,Instagram Likes [10K] [RUSSIA] [INSTANT - 5K/Day]💧,Start Time: 0 - 1H Speed: 2-5K/Day (Slow) Quality: HQ Russian Accounts Extra Likes: 0% - 20%.,                                                                                         ₹115.92                                         ,10,3000
52,1987,🇮🇷Instagram Likes [2K] [IRAN] [REAL],Real Iranian Likes 100% HQ Quality Instant Start Min = 50 Max = 2k,                                                                                         ₹217.35                                         ,50,2000
53,1988,Instagram Likes [1K] [BRAZIL] [1H - INSTANT] 💧,Start Time: Instant - 1H Speed: Instant Specs: Real Brazil Likes,                                                                                         ₹289.80                                         ,50,2000
54,1989,Instagram Likes + Impression + 10% Followers [SOUTH KOREA] [25K] [1H - 5K/Day] 🔥🔥🔥,Start Time: 0 - 1H Speed: 200 - 300 / Hour Quality: South Korean Accounts (Have profile picture and South Korean name but no post). Extra Likes: 0% - 10%. Specs: Send 5 - 10% Followers from the liked accounts. (Example: Buy 1000 Likes  you will also receive 50 followers from the accounts that liked the picture),                                                                                         ₹627.90                                         ,10,25000
55,1990,🇨🇳 Instagram CHINA Likes [100K] [INSTANT - INSTANT] 💧⛔🔥,Start Time: Instant Speed: 5K/ day Refill: No refill Specs: Real China Likes + Impressions,                                                                                         ₹144.90                                         ,20,100000
56,1991,🇺🇸Instagram Likes + Impression [USA] [5K] [1H - 5K/Day] [EXCLUSIVE] 🔥,Start Time: 0 - 1H Speed: 2K - 5K/Day Quality: USA Accounts (Have profile picture and USA names but NO POSTS). Extra Likes: 0% - 10%. ALL LIKES AND IMPRESSIONS COMING FROM 100% USA LOCATIONS.,                                                                                         ₹183.54                                         ,20,5000
57,1992,🇸🇦🇮🇷Instagram Likes [ARAB - IRAN MIX] [5K] [SUPER REAL],arab +iran,                                                                                         ₹213.33                                         ,50,5000
58,2002,Instagram Video Views [ [MAX 10M],cheapest and fast,                                                                                         ₹2.50                                         ,200,100000000
59,2033,Instagram Views ( Super Fast ) Min 100  Max 10 Million [ 1Million/ Hour] [ Recommended ],1 Million/ Hour Start 0-10 minutes,                                                                                         ₹3.00                                         ,100,1000000
60,2037,Instagram Views + Impressions + Profile Visits [ MAX- 10M ] [ FAST ] INSTANT,ULTRFAST MIN 500,                                                                                         ₹12.44                                         ,500,10000000
61,2003,Instagram TV Views [Instant Start] [10M],Instant Start] [10M],                                                                                         ₹3.00                                         ,200,100000000
62,2004,Instagram TV Likes [Real] [Max 20K]⚡,Start Time = 0 - 24 hours - Speed = 2 000 - 5 000 per day - Min = 10 - Max = 20 000,                                                                                         ₹95.00                                         ,100,20000
63,2005,Instagram Comments [RANDOM] REAL,[RANDOM] REAL,                                                                                         ₹500.00                                         ,10,50
64,2006,Instagram Comments [INSTANT] - [ RANDOM ] [ MAX 1K ] REAL ACCOUNTS⚡,⚡ INSTANT - 10 MINUTE,                                                                                         ₹1100.00                                         ,5,1000
65,2007,Instagram Comments  [ RANDOM ] -,,                                                                                         ₹590.00                                         ,5,1000
66,2008,Instagram Indian Comments [ Max 500 ],Indian Comments 0-12 hours,                                                                                         ₹1764.00                                         ,10,400
67,2009,Instagram Story Views [3K] - All Story,only username,                                                                                         ₹5.90                                         ,100,5000
68,2010,Instagram Photo Impression + Location + Explore +Home+Profile,put post link,                                                                                         ₹5.00                                         ,100,100000
69,2011,Instagram Profile Visits [ 0.033$/K- Add Post Link],Add Post link  10k/day,                                                                                         ₹4.00                                         ,10,10000
70,2077,Youtube - Views [ 5k-20k/day ] [ Read Description ] [ No Refill ] INSTANT,Instant Start 5-20k/day Min 100 Max 100k ( You can add again more after completion. )  Service Rule: 1. This VIEWS are not stable  Sometime it can be drop 100% after order  NO REFUND  NO REFILL. 2. DO NOT COMPLAIN FOR THIS SERVICE 3. USE AT YOUR OWN RISK ,                                                                                         ₹58.50                                         ,100,100000
71,2078,Youtube Views [ 10k-20K] Lifetime Guarantee [ Retention Now Random 5 second to 5 Mint ],Instant Start Speed 10K-20K/day Source : External Retention : 1-3 minutes [ Retention can vary ],                                                                                         ₹96.25                                         ,1000,1000000
72,2079,Youtube Adwords view [50k/day]  [Approval 0 - 6 hours ],Approval 0 -6 hour approval' Speed 30-50k/day If you want report also we can share If you need high speed and and have big order contact   whatsapp - 9205129742,                                                                                         ₹90.00                                         ,50000,1000000
73,2072,Youtube Views [INCREASE YOUR WATCHTIME] [12H - 40K/Day] [NEVER DROP] 🔥🔥🔥,Start Time: 1 - 12 hours Speed: 20K/ day - 40K/ day Refill: No Drop Specs: Will show up in WATCH TIME analytics Retention: 1- 3 mins Works on all video lengths,                                                                                         ₹180.00                                         ,1000,100000000
74,2073,Youtube Watchtime [NEVER DROP] [4000H PACKAGE] [3H - 8DAYS] ⭐🔥,put video link which is of more than 2 hours  Start Time: 3 Hours Finish: 6-8 Days  Requirements: - Youtube channel must not be intended for Kids. - Channel must have at least one video longer than 120 minutes.,                                                                                         ₹4200.00                                         ,1,1
75,2074,Youtube Watchtime [NEVER DROP] [1000H] [3H - 3DAYS] ⭐🔥,put video link which is of more than 2 hours Start Time: 3 Hours Finish: 2-3 Days  Requirements: - Youtube channel must not be intended for Kids. - Channel must have at least one video longer than 120 minutes.,                                                                                         ₹1100.00                                         ,1000,1000
76,2066,Facebook Fan Page Likes ( NO Refill ) ( Min 100 and Max 5k ),24-72hours time to finish 5k Real accounts No refill 1-3k/day,                                                                                         ₹197.40                                         ,100,1000
77,2069,Facebook Page Likes [ 30 days refill] [ No drop from 1 year] [5k/hour] [ Recommended],30 days refill start - instant to 1 hour speed - 5000/hour no drop from 1 year,                                                                                         ₹462.00                                         ,50,5000
78,2080,Facebook Photo / Post Likes [ 10K ] [ Start Instant ][Recommended],Speed 5k per day No refill,                                                                                         ₹252.00                                         ,25,10000
79,2081,Facebook Post Likes [Instant - 3 hour start]  [NR],speed = instant finish | quality = LQ | No Refill/Refund in any case,                                                                                         ₹106.68                                         ,20,500
