,ID,Name,Description,Price Per 1000,Min,Max
10,2032,Youtube Views 20k per day Emergency Service - Lifetime Guarantee,20K Per Day Min 1k Lifetime Guarantee Retention : Random,                                                                                         ₹112.70                                         ,1000,100000
11,2017,Instagram Followers [100K] [NON DROP] [R30] [1H - 3K/Day] ⚡♻🔥,REAL ACCOUNTS NON DROP EXTRA - 0-5%,                                                                                         ₹620.00                                         ,20,100000
12,2018,🔥🔥🔥 [EXCLUSIVE] Instagram Followers [100% REAL] [AR7] [100K/username - 140/order] [3H - 140/Day] ♻🔥🔥🔥,⚠️⚠️⚠️!!!USERNAME ONLY!!!⚠️⚠️⚠️  📌The Start Time: 0-2 Hours (Usual start within 30-60 minutes) 📌The daily delivery speed: 1000-2000 Followers. 📌Guarantee: The delivery is Guaranteed. 📌Refill: Auto-Refill within 7 days after delivery. 📌Details: Stable  Almost Non-Drop.  📌Quality Example ~ The Approximative Data: -https://www.instagram.com/svez8z -https://www.instagram.com/football_news_90___ -https://www.instagram.com/hadil_dali -https://www.instagram.com/ehsase_tokhmii/ (5-15%)  📌The minimum order - 140 Followers 📌The maximum order - 140 Followers,                                                                                         ₹685.44                                         ,140,140
13,2019,🔥🔥🔥 [EXCLUSIVE] Instagram Followers [100% REAL] [AR7] [100K/username - 290/order] [3H - 290/Day] ♻🔥🔥🔥,⚠️⚠️⚠️!!!USERNAME ONLY!!!⚠️⚠️⚠️  📌The Start Time: 0-2 Hours (Usual start within 30-60 minutes) 📌The daily delivery speed: 1000-2000 Followers. 📌Guarantee: The delivery is Guaranteed. 📌Refill: Auto-Refill within 7 days after delivery. 📌Details: Stable  Almost Non-Drop.  📌Quality Example ~ The Approximative Data: -https://www.instagram.com/svez8z -https://www.instagram.com/football_news_90___ -https://www.instagram.com/hadil_dali -https://www.instagram.com/ehsase_tokhmii/ (5-15%)  📌The minimum order - 290 Followers 📌The maximum order - 290 Followers,                                                                                         ₹685.44                                         ,290,290
14,2020,🔥🔥🔥 [EXCLUSIVE] Instagram Followers [100% REAL] [AR7] [100K/username - 700/order] [3H - 700/Day] ♻🔥🔥🔥,⚠️⚠️⚠️!!!USERNAME ONLY!!!⚠️⚠️⚠️  📌The Start Time: 0-2 Hours (Usual start within 30-60 minutes) 📌The daily delivery speed: 1000-2000 Followers. 📌Guarantee: The delivery is Guaranteed. 📌Refill: Auto-Refill within 7 days after delivery. 📌Details: Stable  Almost Non-Drop.  📌Quality Example ~ The Approximative Data: -https://www.instagram.com/svez8z -https://www.instagram.com/football_news_90___ -https://www.instagram.com/hadil_dali -https://www.instagram.com/ehsase_tokhmii/ (5-15%)  📌The minimum order - 700 Followers 📌The maximum order - 700 Followers,                                                                                         ₹685.44                                         ,700,700
15,2015,Pubg UC 35 Cash Instant delivery - No Hack,Write Character Id in Link - Instant Delivery - In Quantity Box Write 1000,                                                                                         ₹70.00                                         ,1000,1000
16,2016,Pubg UC 75 Cash Instant delivery - No Hack,Write Character Id in Link - Instant Delivery - In Quantity Box Write 1000,                                                                                         ₹120.00                                         ,1000,1000
17,2012,Instagram followers cheapest ,no refill no guarantee of dropping.. fast,                                                                                         ₹29.00                                         ,20,10000
18,2014,Instagram Followers [ Min 100 Max 3k] [ Real + Bot],3k/day No refill Real majority drop is less as of now,                                                                                         ₹100.00                                         ,100,3000
19,2022,LESS DROP Instagram Followers Max 5K 🔥🔥,Always Very Less Drop!! No Refill / No Refund Min 100 Max 5000 Start: 0 - 10 Mins,                                                                                         ₹170.00                                         ,100,5000
20,2021,Instagram Followers [50K] [1k-2k/day][R30] [ Speed for now 500/day],Max 50k Refill 30 days Start instant - 12 hours Speed - 1k-3k/Day,                                                                                         ₹300.00                                         ,100,50000
21,2013,REAL Instagram Followers INDIAN MIXED,INDIAN MIXED FOLLOWERS  WE DO NOT OFFERS REFILL FOR THIS SERVICE AS MAJORITY IS REAL,                                                                                         ₹280.00                                         ,100,5000
22,2023,🇸🇦Instagram Followers [100K] [ARAB - خليجي حقيقي متفاعلين] ⚡️💧⭐,Start Time & Speed: Refer to monitor.justanotherpanel.com Quality: Specs: Username only Refill: NO REFILL  NO REFUND  order under your own consent.,                                                                                         ₹504.00                                         ,2000,100000
23,2024,Instagram Followers [3K] [BRAZIL] [R30] [48H - 2K/DAY] ♻,Start Time & Speed: 24-48h to Start - 1-2k day Quality: High Quality Refill: 30 Days,                                                                                         ₹897.12                                         ,100,5000
24,2025,🇮🇷 Instagram IRAN Followers [2K] [REAL] [1H - 2K/Day],Start Time: 0-1 Hour (usually within 5 minutes) Speed: 2K/Day Quality: Only %100 Real and Active Accounts. No Refill (Real  can unfollow).  Quality Example ~ The Approximative Data: -https://www.instagram.com/mr.ecommerce/ -https://www.instagram.com/zagborz1/ -https://www.instagram.com/tabarika/,                                                                                         ₹840.00                                         ,2000,2000
25,2026,🇧🇷Instagram Followers [FEMALE - BRAZIL] [R30] [2H - 1K/Day] ♻,Start time = 2 hours (usually instant) Speed = 1K/Day 100% Brazil Female Refill: 30 days,                                                                                         ₹1263.61                                         ,100,1000
26,2027,🇮🇩Instagram Followers [INDONESIA] [12H - 500/Day],Instagram Followers [INDONESIA] [12H - 500/Day]],                                                                                         ₹423.36                                         ,100,1000
27,2028,🇸🇦🇮🇷Instagram Followers [ARAB - IRAN MIX] [2K] [100% REAL] [1H - 2K/Day],Start Time: 0-1 Hour (In 99% of cases start within 5 minutes) Quality: Only %100 Real and Active Accounts. No Refill But Less Drop! BEST FOR EXPLORE PAGE  Quality Example ~ The Approximative Data: -https://www.instagram.com/mr.ecommerce/ -https://www.instagram.com/zagborz1/ -https://www.instagram.com/tabarika/  Server have 300K Capacity per day limit so it can take up to 12 hours for your order to start if the capacity was reached,                                                                                         ₹504.00                                         ,1000,2000
28,1982,Instagram Likes Max 10k [ 500-1k/hour] ,cheapest likes 500-1k per hour,                                                                                         ₹16.00                                         ,20,10000
29,2029,Instagram Likes [5K]  FAST,FAST ONE 5K-10K PER HOUR SPEED,                                                                                         ₹20.00                                         ,10,5000
30,2031,INDIAN Instagram Likes ,Accounts with Hindi Names and Indian Profile Picture 0-1 hour start,                                                                                         ₹58.00                                         ,10,10000
31,2034,Instagram Likes [ 5k/hour] [0.53$/K]][5k/hour] ⚡🚑,- Likes From HIGH END Account [ Real Likes and Real Account ] - Instant Start ! - All Accounts are HIGH Quality - Will Increase Your Chance to Reach Explore Page ! - Min order : 20 - Max order : 5K  ,                                                                                         ₹42.67                                         ,20,50000
32,1979,Instagram Likes Max 5000 - 100% Real Profiles - With stories and post [ 500/hour],Real profiles Max 1000 Speed 500/hour,                                                                                         ₹237.48                                         ,50,5000
33,1980,Instagram Power Likes {3K} - Real Users,Real accounts All accounts have profile pictures All accounts have also posted photos Very HQ LIKES,                                                                                         ₹70.04                                         ,100,3000
34,1981,Instagram Power Likes {5K} [ 100% Real profiles ] [ Speed 300-500/hour],- HIGH-END IG POWER Likes - Instant Start ! - All Accounts are HIGH Quality with 10K+ Followers ! - Will Increase Your Chance to Reach Explore Page ! - Min order : 20 - Max order : 1K,                                                                                         ₹281.75                                         ,50,5000
35,1983,🇸🇦Instagram Likes [200] [ARAB - SUPER REAL] [6H - 200/Day],Start Time: Instant - 6H Speed: 300/Day Quality: REAL ARAB Accounts with profile pictures and posts Extra Likes: 0%.,                                                                                         ₹135.24                                         ,100,10000
36,1984,Instagram Likes + Impressions [TURKEY] [20K] [1H - 10K/Day] 💧,Start Time: 0-60 Minutes Speed: 10K/ day Refill: No refill Specs: can face delays sometimes,                                                                                         ₹205.28                                         ,50,20000
37,1985,Instagram Likes [3K] [BRAZIL - REAL] [3H - SUPER SLOW ~ 100/Day],REAL LIKES! Some VERIFIED accounts will like!,                                                                                         ₹161.00                                         ,100,3000
38,1986,Instagram Likes [10K] [RUSSIA] [INSTANT - 5K/Day]💧,Start Time: 0 - 1H Speed: 2-5K/Day (Slow) Quality: HQ Russian Accounts Extra Likes: 0% - 20%.,                                                                                         ₹115.92                                         ,10,3000
39,1987,🇮🇷Instagram Likes [2K] [IRAN] [REAL],Real Iranian Likes 100% HQ Quality Instant Start Min = 50 Max = 2k,                                                                                         ₹217.35                                         ,50,2000
40,1988,Instagram Likes [1K] [BRAZIL] [1H - INSTANT] 💧,Start Time: Instant - 1H Speed: Instant Specs: Real Brazil Likes,                                                                                         ₹289.80                                         ,50,2000
41,1989,Instagram Likes + Impression + 10% Followers [SOUTH KOREA] [25K] [1H - 5K/Day] 🔥🔥🔥,Start Time: 0 - 1H Speed: 200 - 300 / Hour Quality: South Korean Accounts (Have profile picture and South Korean name but no post). Extra Likes: 0% - 10%. Specs: Send 5 - 10% Followers from the liked accounts. (Example: Buy 1000 Likes  you will also receive 50 followers from the accounts that liked the picture),                                                                                         ₹627.90                                         ,10,25000
42,1990,🇨🇳 Instagram CHINA Likes [100K] [INSTANT - INSTANT] 💧⛔🔥,Start Time: Instant Speed: 5K/ day Refill: No refill Specs: Real China Likes + Impressions,                                                                                         ₹144.90                                         ,20,100000
43,1991,🇺🇸Instagram Likes + Impression [USA] [5K] [1H - 5K/Day] [EXCLUSIVE] 🔥,Start Time: 0 - 1H Speed: 2K - 5K/Day Quality: USA Accounts (Have profile picture and USA names but NO POSTS). Extra Likes: 0% - 10%. ALL LIKES AND IMPRESSIONS COMING FROM 100% USA LOCATIONS.,                                                                                         ₹183.54                                         ,20,5000
44,1992,🇸🇦🇮🇷Instagram Likes [ARAB - IRAN MIX] [5K] [SUPER REAL],arab +iran,                                                                                         ₹213.33                                         ,50,5000
45,2002,Instagram Video Views [ [MAX 10M],cheapest and fast,                                                                                         ₹2.50                                         ,200,100000000
46,2033,Instagram Views ( Super Fast ) Min 100  Max 10 Million [ 1Million/ Hour] [ Recommended ],1 Million/ Hour Start 0-10 minutes,                                                                                         ₹3.00                                         ,100,1000000
47,2003,Instagram TV Views [Instant Start] [10M],Instant Start] [10M],                                                                                         ₹3.00                                         ,200,100000000
48,2004,Instagram TV Likes [Real] [Max 20K]⚡,Start Time = 0 - 24 hours - Speed = 2 000 - 5 000 per day - Min = 10 - Max = 20 000,                                                                                         ₹95.00                                         ,100,20000
49,2005,Instagram Comments [RANDOM] REAL,[RANDOM] REAL,                                                                                         ₹500.00                                         ,10,50
50,2006,Instagram Comments [INSTANT] - [ RANDOM ] [ MAX 1K ] REAL ACCOUNTS⚡,⚡ INSTANT - 10 MINUTE,                                                                                         ₹1100.00                                         ,5,1000
51,2007,Instagram Comments  [ RANDOM ] -,,                                                                                         ₹590.00                                         ,5,1000
52,2008,Instagram Indian Comments [ Max 500 ],Indian Comments 0-12 hours,                                                                                         ₹1764.00                                         ,10,400
53,2009,Instagram Story Views [3K] - All Story,only username,                                                                                         ₹5.90                                         ,100,5000
54,2010,Instagram Photo Impression + Location + Explore +Home+Profile,put post link,                                                                                         ₹5.00                                         ,100,100000
55,2011,Instagram Profile Visits [ 0.033$/K- Add Post Link],Add Post link  10k/day,                                                                                         ₹4.00                                         ,10,10000
