,ID,Name,Description,PricePer1000,Min,Max
46,1979,Instagram Likes Max 5000 - 100% Real Profiles - With stories and post [ 500/hour],Real profiles Max 1000 Speed 500/hour,                                                                                         ₹237.48                                         ,50,5000
47,1980,Instagram Power Likes {3K} - Real Users,Real accounts All accounts have profile pictures All accounts have also posted photos Very HQ LIKES,                                                                                         ₹70.04                                         ,100,3000
48,1981,Instagram Power Likes {5K} [ 100% Real profiles ] [ Speed 300-500/hour],- HIGH-END IG POWER Likes - Instant Start ! - All Accounts are HIGH Quality with 10K+ Followers ! - Will Increase Your Chance to Reach Explore Page ! - Min order : 20 - Max order : 1K,                                                                                         ₹281.75                                         ,50,5000
49,1983,🇸🇦Instagram Likes [200] [ARAB - SUPER REAL] [6H - 200/Day],Start Time: Instant - 6H Speed: 300/Day Quality: REAL ARAB Accounts with profile pictures and posts Extra Likes: 0%.,                                                                                         ₹135.24                                         ,100,10000
50,1984,Instagram Likes + Impressions [TURKEY] [20K] [1H - 10K/Day] 💧,Start Time: 0-60 Minutes Speed: 10K/ day Refill: No refill Specs: can face delays sometimes,                                                                                         ₹205.28                                         ,50,20000
51,1985,Instagram Likes [3K] [BRAZIL - REAL] [3H - SUPER SLOW ~ 100/Day],REAL LIKES! Some VERIFIED accounts will like!,                                                                                         ₹161.00                                         ,100,3000
52,1986,Instagram Likes [10K] [RUSSIA] [INSTANT - 5K/Day]💧,Start Time: 0 - 1H Speed: 2-5K/Day (Slow) Quality: HQ Russian Accounts Extra Likes: 0% - 20%.,                                                                                         ₹115.92                                         ,10,3000
53,1987,🇮🇷Instagram Likes [2K] [IRAN] [REAL],Real Iranian Likes 100% HQ Quality Instant Start Min = 50 Max = 2k,                                                                                         ₹217.35                                         ,50,2000
54,1988,Instagram Likes [1K] [BRAZIL] [1H - INSTANT] 💧,Start Time: Instant - 1H Speed: Instant Specs: Real Brazil Likes,                                                                                         ₹289.80                                         ,50,2000
55,1989,Instagram Likes + Impression + 10% Followers [SOUTH KOREA] [25K] [1H - 5K/Day] 🔥🔥🔥,Start Time: 0 - 1H Speed: 200 - 300 / Hour Quality: South Korean Accounts (Have profile picture and South Korean name but no post). Extra Likes: 0% - 10%. Specs: Send 5 - 10% Followers from the liked accounts. (Example: Buy 1000 Likes  you will also receive 50 followers from the accounts that liked the picture),                                                                                         ₹627.90                                         ,10,25000
56,1990,🇨🇳 Instagram CHINA Likes [100K] [INSTANT - INSTANT] 💧⛔🔥,Start Time: Instant Speed: 5K/ day Refill: No refill Specs: Real China Likes + Impressions,                                                                                         ₹144.90                                         ,20,100000
57,1991,🇺🇸Instagram Likes + Impression [USA] [5K] [1H - 5K/Day] [EXCLUSIVE] 🔥,Start Time: 0 - 1H Speed: 2K - 5K/Day Quality: USA Accounts (Have profile picture and USA names but NO POSTS). Extra Likes: 0% - 10%. ALL LIKES AND IMPRESSIONS COMING FROM 100% USA LOCATIONS.,                                                                                         ₹183.54                                         ,20,5000
58,1992,🇸🇦🇮🇷Instagram Likes [ARAB - IRAN MIX] [5K] [SUPER REAL],arab +iran,                                                                                         ₹213.33                                         ,50,5000
59,2082,Instagram Views + Impressions + Profile Visits [ MAX- 1M ] [ Natural Increase ] INSTANT,Instant Min 100 Natural Views + Impressions (EXPLORE - HOME - LOCATION - PROFILE - OTHER),                                                                                         ₹6.05                                         ,500,1000000
60,2033,Instagram Views ( Super Fast ) Min 100  Max 10 Million [ 1Million/ Hour] [ Recommended ],1 Million/ Hour Start 0-10 minutes,                                                                                         ₹3.00                                         ,100,1000000
61,2037,Instagram Views + Impressions + Profile Visits [ MAX- 10M ] [ FAST ] INSTANT,ULTRFAST MIN 500,                                                                                         ₹6.05                                         ,500,10000000
62,2003,Instagram TV Views [Instant Start] [10M],Instant Start] [10M],                                                                                         ₹3.00                                         ,200,100000000
63,2004,Instagram TV Likes [Real] [Max 20K]⚡,Start Time = 0 - 24 hours - Speed = 2 000 - 5 000 per day - Min = 10 - Max = 20 000,                                                                                         ₹95.00                                         ,100,20000
64,2005,Instagram Comments [RANDOM] REAL,[RANDOM] REAL,                                                                                         ₹500.00                                         ,10,50
65,2006,Instagram Comments [INSTANT] - [ RANDOM ] [ MAX 1K ] REAL ACCOUNTS⚡,⚡ INSTANT - 10 MINUTE,                                                                                         ₹1100.00                                         ,5,1000
66,2007,Instagram Comments  [ RANDOM ] -,,                                                                                         ₹590.00                                         ,5,1000
67,2008,Instagram Indian Comments [ Max 500 ],Indian Comments 0-12 hours,                                                                                         ₹1764.00                                         ,10,400
68,2083,Instagram - Story Views S1 [ Username Only ] INSTANT,"username only dont mention ""@""",                                                                                         ₹18.72                                         ,100,1000000
69,2010,Instagram Photo Impression + Location + Explore +Home+Profile,put post link,                                                                                         ₹5.00                                         ,100,100000
70,2011,Instagram Profile Visits [ 0.033$/K- Add Post Link],Add Post link  10k/day,                                                                                         ₹4.00                                         ,10,10000
71,2077,Youtube - Views [ 5k-20k/day ] [ Read Description ] [ No Refill ] INSTANT,Instant Start 5-20k/day Min 100 Max 100k ( You can add again more after completion. )  Service Rule: 1. This VIEWS are not stable  Sometime it can be drop 100% after order  NO REFUND  NO REFILL. 2. DO NOT COMPLAIN FOR THIS SERVICE 3. USE AT YOUR OWN RISK ,                                                                                         ₹58.50                                         ,100,100000
72,2111,Youtube Views - 20k-50K- Lifetime Guarantee - EXCLUSIVE 🔥🔥🔥,Speed: 20k- 50k/day Guarantee : Lifetime Refill: Auto Refill [ No Drop ] Retention - 40 seconds to 4 minutes,                                                                                         ₹89.00                                         ,1000,1000000
73,2088,Youtube Watch time [4000 Hours] [30 Days guarantee ] [ 1 Hour + Video],Start 0-6 Hours HQ VIEWS Watch hours are Delivered in 1-4 days after placing order Guarantee : 30 Days Refill Video Length - 1 Hour + do not remove or make video private after,                                                                                         ₹500.00                                         ,1000,4000
74,2066,Facebook Fan Page Likes ( NO Refill ) ( Min 100 and Max 5k ),24-72hours time to finish 5k Real accounts No refill 1-3k/day,                                                                                         ₹197.40                                         ,100,1000
75,2067,Facebook Page Likes ( Real - Instant ) ( Min 100 and max 5k),0-24hours time to finish 5k Real accounts No refillspeed = instant finish | quality = LQ | No Refill/Refund in any case,                                                                                         ₹243.60                                         ,100,1000
76,2068,Facebook Page Likes [ S8 ] 16 Days Auto Refill - INSTANT,Facebook Fan Page Likes ( Min 500 And Max 50k ) Auto-Refill if Likes Drop ( Drop Ratio: 10% but we added Auto-Refill in Backend System ) ( Speed 5-10k Per Day ) High Quality and Real Likes Refill : 15 Days Auto Refill Start 0-48 hours,                                                                                         ₹420.00                                         ,500,30000
77,2069,Facebook Page Likes [ 30 days refill] [ No drop from 1 year] [5k/hour] [ Recommended],30 days refill start - instant to 1 hour speed - 5000/hour no drop from 1 year,                                                                                         ₹462.00                                         ,50,5000
78,2106,Facebook FanPage Likes [0-500] [LQ- Start instant - 3 hour] [NR],,                                                                                         ₹299.88                                         ,20,500
79,2080,Facebook Photo / Post Likes [ 10K ] [ Start Instant ][Recommended],Speed 5k per day No refill,                                                                                         ₹252.00                                         ,25,10000
80,2081,Facebook Post Likes [Instant - 3 hour start]  [NR],speed = instant finish | quality = LQ | No Refill/Refund in any case,                                                                                         ₹106.68                                         ,20,500
81,2030,Youtube Subscribers [ R30 ] Max 50K [2-3k/day] [ 0-12 hours start],30 days refill speed 1k-3k/day 0-12 hour start,                                                                                         ₹580.00                                         ,50,50000
82,2093,𝐁𝐄𝗦𝐓 ~ Spotify - Followers+ ~ Super Fast [ Recommended],Quality: 100% High-Quality Account Guarantee: No Drop - Life Time Guarantee Start: Instant ( Avg 0-3 hrs ) Speed: 500 to 5000 per 24 hours,                                                                                         ₹94.50                                         ,20,100000
83,2094,Spotify Plays 10k/day USA,10k per day,                                                                                         ₹48.13                                         ,20,10000000
84,2095,Spotify - Plays ~ 50k+,.50k plus per day,                                                                                         ₹61.25                                         ,50000,100000000
85,2096,Spotify - Save {100-500/day},No Refill,                                                                                         ₹218.75                                         ,20,10000
86,2098,SoundCloud Fast Plays [100M],Please add full link 0-12 Hour Start! 100k to 200k per day ,                                                                                         ₹1.04                                         ,50000,10000000
87,2099,SoundCloud Plays [1M] [Lifetime Guaranteed],50-100k/day speed Lifetime Guaranteed ,                                                                                         ₹2.27                                         ,100,1000000
88,2100,SoundCloud Downloads (HQ ),Full Link Track must be Downloadable Track must be from Pro unlimited Account. 0-12 Hour Start!,                                                                                         ₹3.31                                         ,1000,1500000
89,2101,Soundcloud USA Followers Mixed Quality(Refill 30 Days),Mixed Quality- Photo & Without Photo Profiles Refill (30 Days Maximum) 0-12 Hour Start!,                                                                                         ₹83.16                                         ,100,10000
90,2102,SoundCloud Followers {R30 },Mix Quality ! 0 to 12 Hours Start ! Min = 100 Max = 50K 30 Days Refill ! 500k to 1k / Day Speed !,                                                                                         ₹122.85                                         ,100,50000
91,2103,Soundcloud USA Likes Mixed Quality(Refill 30 Days),Full Link Mixed Quality- Photo & Without Photo Profiles Refill (30 Days Maximum) 0-12 Hour Start!,                                                                                         ₹83.16                                         ,100,10000
92,2104,Soundcloud USA Reposts Mixed Quality(Refill 30 Days),Full Link Refill (30 Days Maximum) 0-12 Hour Start!,                                                                                         ₹83.16                                         ,100,10000
93,2105,SoundCloud Comments,,                                                                                         ₹1134.00                                         ,10,100000
94,2112,Facebook Video Views [100-200K Per Day ] [ Recommended ] [ Cheapest In Market ],Speed 500 - 2k / Day Instant - 24 hours start,                                                                                         ₹12.00                                         ,200,2000000000
95,2113,Facebook Video Views | Speed 30k - 50k ( Instant Start ) [Fastest Service],0-2h start 100-200K speed Life time guarantee   Important Note : ( Only Facebook Desktop link Support )  Example Wrong Link Not Support : https://m.facebook.com/story.php?story_fbid=663516740711263&id=100011588298861  Example : Right Link it will Support : https://www.facebook.com/tha.mayor/posts/663516740711263,                                                                                         ₹18.00                                         ,100,1000000
