,ID,Service Name,Price,Min,Max
68,87,Youtube - ADS Views [ No Restrication For Time Limit Of Video ] [ Speed - 100K-500K/day ] Start 6-48hrs, 6  ,10000,100000000
69,88,♛ Youtube - TURKEY ADS Views [ Non Drop ] [ 100k-500k/day ] Start 12-48HRS, 6  ,25000,100000000
70,89,Youtube - INDIAN ADS Views [ Non Drop ] ] [ Speed - 100k-300k/day ] Start 12-48HRS, 6  ,25000,100000000
71,90,Youtube - FRENCH ADS Views [ Non Drop ] ] [ Speed - 100k-300k/day ] Start 12-48HRS, 6  ,25000,100000000
72,91,Youtube - LATIN ADS Views [ Non Drop ] [ Speed - 50k-300k ] Start 12-48HRS, 6  ,25000,1000000000
73,92,Youtube - RUSSIA ADS Views [ Non Drop ] ] [ Speed - 50k-300k ] Start 12-48HRS, 6  ,25000,100000000
74,93,Youtube - UK ADS Views [ Non Drop ] ] [ Speed - 100k-300k ] Start 12-48HRS, 6  ,25000,100000000
75,94,Youtube - USA ADS Views [ Non Drop ] ] [ Speed - 100k-300k ] Start 12-48HRS, 6  ,25000,1000000000
76,95,Youtube - ARAB ADS Views [ Non Drop ] ] [ Speed - 100k-500k ] Start 12-48HRS, 6  ,25000,100000000
77,96,YouTube Pre-Premiere Waiting Views S2 [ Instant ], 2.40  ,5000,5000
78,97,Youtube Live Stream Views [ MONETIZABLE ] [ REAL ] INSTANT, 3.50  ,5000,5000
79,98,Youtube USA Live Stream Chat Comments [ INSTANT ], 129.60  ,10,1500
80,99,♛ Youtube - Custom Comments [ INDIAN ] [ Max - 10k ] [ 2k/day ] Start 12-24HRS, 160  ,20,10000
81,100,Youtube - Comments [RANDOM] [300] [USA] [SUPERQUALITY] INSTANT-1hrs, 70  ,10,300
82,101,Youtube - Comments [CUSTOM] [300] [USA] [SUPERQUALITY] INSTANT-1hrs, 96  ,10,300
83,102,Youtube - Comments [RANDOM] [100] [FEMALE] [USA] INSTANT-1hrs, 60  ,10,100
84,103,Youtube - Comments [CUSTOM] [100] [FEMALE] [USA] NSTANT-1hrs, 90  ,10,100
85,104,Youtube - Comments [RANDOM] [100] [INDIAN] [SUPERQUALITY] INSTANT-4hrs, 70  ,10,100
86,105,Youtube - Comments [CUSTOM] [100] [INDIAN] [SUPERQUALITY] INSTANT-4hrs, 90  ,10,100
87,106,Youtube - Comments [RANDOM] [100] [BRAZIL] [SUPERQUALITY] INSTANT-4hrs, 60  ,10,100
88,107,Youtube - Comments [CUSTOM] [100] [BRAZIL] [SUPERQUALITY] INSTANT-4hrs, 90  ,10,100
89,108,Youtube - Comments [RANDOM] [100] [JAPAN] [SUPERQUALITY] INSTANT-4hrs, 60  ,10,100
90,109,Youtube - Comments [CUSTOM] [100] [JAPAN] [SUPERQUALITY] INSTANT-4hrs, 90  ,10,100
91,110,Youtube - Comments [CUSTOM] [100] [RUSSIA] [SUPERQUALITY] INSTANT-4hrs, 90  ,10,100
92,111,Youtube - Comments [RANDOM] [100] [RUSSIA] [SUPERQUALITY] INSTANT-4hrs, 60  ,10,100
93,112,Youtube - Comments [CUSTOM] [USA] [5K] INSTANT, 86  ,10,1000
94,113,Youtube - Comment Replay [300] [CUSTOM] [USA] INSTANT-4HRS, 96  ,10,300
95,114,Youtube - Comment Replay [ Max - 1.5k ] [ HQ ] INSTANT, 86.40  ,10,1500
96,115,Youtube - Share S3 [ Superfast ] INSTANT, 2  ,50,100000
97,116,Youtube - Share S1 [ Instant ], 8  ,50,22000
98,117,Youtube - Share S2 [ Instant ], 4  ,50,1000000
99,118,Youtube - Superfast Share [ 20k-30k/day ], 30  ,100,150000
100,119,Youtube - Shares (VK referrer), 2  ,50,500000
101,120,Youtube - Shares (FB referrer), 2  ,50,100000
102,121,Youtube - Shares (TW referrer), 2  ,50,100000
103,122,Youtube - Shares (OK referrer), 2  ,50,100000
104,123,Youtube - Shares (REDITT referrer), 2  ,50,100000
105,124,Youtube - Shares (Whatsapp referrer), 2  ,50,100000
106,125,Youtube - Shares (Tumblr referrer), 2  ,50,100000
107,126,Youtube - Shares (Google+ referrer), 2  ,50,100000
108,127,Youtube - Subscribers ( S5 ) [ Max - 80k [ 30 Days Refill ] INSTANT, 35.20  ,5,1500
109,128,Youtube - Subscribers ( S1 ) [ 30 Days Refill  500/day ] [ Start 1-12 hrs ], 50  ,100,500000
110,129,Youtube - Subscribers - USA [ Instant ], 35.20  ,5,1500
111,130,Youtube - Likes [ S8 ] [ Ultrafast ] [ NO REFILL ] [ Read Description ] [ Max 400k ] SUPER INSTANT, 8.40  ,10,400000
112,131,♛ Youtube - Likes [ LESS DROP ] [ 1k-2k/DAY ] [ Start 1-12hrs ], 40  ,50,100000
113,132,Youtube - Dislikes [ S8 ] [ Ultrafast ] [ NO REFILL ] [ Read Description ] [ Max 400k ] SUPER INSTANT, 16  ,10,400000
114,133,Youtube - Likes [ USA ] [ 50-200/day ] [ Max 1.5k ] INSTANT, 20.60  ,5,1500
115,134,Youtube - Dislikes ( S3 ) ( Superfast ) [ 100k/day ] INSTANT, 30  ,100,150000
116,135,Youtube - Favorites [ Instant ], 14  ,100,50000
117,136,Youtube - Superfast Favorites [ 20k-30k/day ], 30  ,100,150000
118,137,Youtube - Comment Likes [ UPVOTES ] INSTANT, 11  ,10,100000
119,138,Youtube - USA Comment Likes [ UPVOTES ] INSTANT, 20.60  ,5,1500
120,139,Youtube - Comment Likes [ DOWNVOTES ] INSTANT, 11  ,10,100000
121,164,▶ [S4] ● Instagram NATURAL Views + Impressions [ SUPERFAST ] SUPER INSTANT, 0.08  ,500,2000000
122,161,▶ [S1] ● Instagram Views + Impressions [ SUPERFAST ] SUPER INSTANT, 0.08  ,1000,100000
123,159,▶ [SX] ● Instagram Views [ Unlimited ] [ Superfast ] INSTANT, 0.02  ,100,1000000
124,175,? Facebook - Page Likes [ Max - 500 ] [ No Refill ] INSTANT , 2.20  ,20,500
125,176,? Facebook - Fan Page Followers [ 500-700/day ] [ Start - 1-12hrs ] , 7.70  ,100,2000
126,177,? Facebook - Post/Photo Likes [ HQ ] [ 10 Days Guarantee ] [ Max - 15k ] INSTANT , 9.90  ,100,15000
127,178,? Facebook - Photo/Post Likes [ Max - 5k ] [ Superfast  No Refill ] 1MINS-12HRS , 3.70  ,100,5000
128,179,? Facebook - Photo/Post Likes [ ASIA ( India Pakistan Bangladesh ) ] [ Max - 5k ] 1MINS-12HRS , 8.87  ,50,5000
129,180,? Facebook - Post/Photo Likes [ Max - 500 ] [ No Refill ] INSTANT , 1.10  ,20,500
130,181,? Facebook - Emoticons Post Likes S1 [ Love ] 1-12HRS , 8.41  ,100,5000
131,182,? Facebook - Emoticons Post Likes S1 [ Haha ] 1-12HRS , 8.41  ,100,5000
132,183,? Facebook - Emoticons Post Likes S1 [ Wow ] 1-12HRS , 8.41  ,100,5000
133,184,? Facebook - Emoticons Post Likes S1 [ Sad ] 1-12HRS , 8.41  ,100,5000
134,185,? Facebook - Emoticons Post Likes S2 [ Angry ] Instant , 8.41  ,100,5000
135,187,? Facebook - Video Views S3 [ Real ] [ 300k-800k/day ] INSTANT , 0.23  ,100,2147483647
136,188,? Facebook - Video Views S1 [ Real ] [ 1M-5M/DAY ] [ Start 1-24hrs ] , 1.35  ,1000,10000000
137,189,? Facebook - Video Views S2 [ Real ] [ 2k-5k/DAY ] INSTANT , 0.37  ,1000,100000
138,190,? Facebook Live Stream Views [ Watch time 30 minute ] INSTANT , 32.40  ,100,1000
139,191,? Facebook Live Stream Views [ Watch time 60 minute ] INSTANT , 63  ,100,1000
140,240,Linkedin Followers [500K] [R60] [24H - 300/Day], 18  ,100,500000
141,241,LinkedIn Connections [500], 130  ,200,500
142,242,LinkedIn Likes [500], 130  ,200,500
143,243,LinkedIn Endorsements [5K], 130  ,200,5000
144,244,LinkedIn Followers [10K], 40  ,100,10000
145,245,LinkedIn Employees [50], 13000  ,1,50
146,246,LinkedIn Comments (Start time 24 Hours) (Min = 5) (Max = 50), 600  ,5,50
147,247,LinkedIn Recommendation [50], 5000  ,2,50
148,256,LinkedIn Employees [R∞] [300] [USA] ⚡️⭐, 250  ,10,300
149,257,LinkedIn Shares [R∞] [300] [USA] ⚡️⭐, 48  ,50,300
150,258,LinkedIn Group Member Joins [R∞] [300] [USA] ⚡️⭐, 48  ,25,300
151,248,LinkedIn Company Page Followers [R∞] [300] [USA] ⚡️⭐, 10.40  ,25,300
152,249,LinkedIn Profile Followers [R∞] [300] [USA] ⚡️⭐, 11.70  ,25,300
153,250,LinkedIn Post Likes [R∞] [300] [USA] ⚡️⭐, 50  ,25,300
154,251,LinkedIn Celebrate [R∞] [300] [USA] ⚡️⭐, 48  ,25,300
155,252,LinkedIn Love [R∞] [300] [USA] ⚡️⭐, 48  ,25,300
156,253,LinkedIn Insightful [R∞] [300] [USA] ⚡️⭐, 48  ,25,300
157,254,LinkedIn Curious [R∞] [300] [USA] ⚡️⭐, 48  ,25,300
158,255,LinkedIn Recommendations [R∞] [300] [USA] ⚡️⭐, 200  ,5,300
159,259,Telegram Channel Members [50K] [1H - 25K/Day], 2.70  ,100,50000
160,260,Telegram Group Members [10K] [12H - 10K/Day], 7.20  ,100,10000
161,261,Telegram Group Members [50K] [12H - 5K/Day], 9.60  ,100,50000
162,262,Telegram Post Views [35K] [Last 1] [1H - 20K/Day], 1.30  ,100,35000
163,263,Telegram Post Views [35K] [Last 5] [1H - 35K/Day], 1.60  ,100,35000
164,264,Telegram Post Views [35K] [Last 10] [1H - 35K/Day], 2.90  ,100,35000
165,265,Telegram Post Views [35K] [Last 20] [1H - 35K/Day], 4.60  ,100,35000
166,266,Website Traffic [250K] [WW - Direct Visits] [12H - 50K/Day], 0.36  ,500,1000000
167,267,Website Traffic [1M] ⭐, 0.26  ,1000,1000000
168,268,Website Traffic from Yandex.ru [250K] [WW] [12H - 50K/Day], 0.44  ,500,250000
169,269,Website Traffic [10M] ⚡️?⭐, 0.96  ,100,1000000
170,270,Website Traffic from Wikipedia [250K] [WW] [12H - 50K/Day], 0.44  ,500,250000
171,271,Website Traffic From Facebook [250K] [WW] [12H - 50K/Day], 0.44  ,500,1000000
172,272,Website Traffic from LinkedIn [250K] [WW] [12H - 50K/Day], 0.44  ,500,250000
173,273,Website Traffic From Twitter [1M] [WW] [12H - 50K/Day], 0.44  ,500,1000000
174,274,Website Traffic from StumbleUpon [250K] [WW] [12H - 50K/Day], 0.44  ,500,250000
175,275,Website Traffic From Instagram [250K] [WW] [12H - 50K/Day], 0.44  ,500,1000000
176,276,Website Traffic from Amazon [1M] [WW] [12H - 50K/Day], 0.44  ,500,250000
177,277,Website Traffic From Youtube [10] [WW] [12H - 50K/Day], 0.44  ,500,1000000
178,278,Website Traffic From Google [1M] [WW] [12H - 50K/Day], 0.44  ,500,1000000
179,279,Website Traffic from Twitch.TV [250K] [WW] [12H - 50K/Day], 0.44  ,500,250000
180,280,Website Traffic From Reddit [250K] [WW] [12H - 50K/Day], 0.44  ,500,1000000
181,281,Website Traffic from Bing [250K] [WW] [12H - 50K/Day], 0.44  ,500,250000
182,282,Website Traffic From Tumblr [250K] [WW] [12H - 50K/Day], 0.44  ,500,1000000
183,283,Website Traffic from Ebay [250K] [WW] [12H - 50K/Day], 0.44  ,500,250000
184,284,Website Traffic from OK.ru [250K] [WW] [12H - 50K/Day], 0.44  ,500,250000
185,285,Website Traffic From Quora [250K] [WW] [12H - 50K/Day], 0.44  ,500,1000000
186,286,Website Traffic From Pinterest [250K] [WW] [12H - 50K/Day], 0.44  ,500,1000000
187,287,Website Traffic from IMGur [250K] [WW] [12H - 50K/Day], 0.44  ,500,250000
188,288,Website Traffic From Sina Weibo [250K] [WW] [12H - 50K/Day], 0.44  ,500,1000000
189,289,Website Traffic from BuySellAds.com [250K] [WW] [12H - 50K/Day], 0.44  ,500,250000
190,290,Website Traffic From Blogger.com [250K] [WW] [12H - 50K/Day], 0.44  ,500,1000000
191,291,Website Traffic from Craigslist [250K] [WW] [12H - 50K/Day], 0.44   ,500,250000
192,292,Website Traffic From VK.com [10M] [WW] ⚡️?, 1.20  ,100,1000000
193,293,Website Traffic From Linkedin [10M] [WW] ⚡️?, 1.20  ,100,1000000
194,294,Website Traffic From Yahoo [10M] [WW] ⚡️?, 1.20  ,100,1000000
195,295,Website Traffic From Amazon [10M] [WW] ⚡️?, 1.20  ,100,1000000
196,296,Website Traffic From Wikipedia [10M] [WW] ⚡️?, 1.20  ,100,1000000
197,297,Website Traffic From Live.com [10M] [WW] ⚡️?, 1.20  ,100,1000000
198,298,Website Traffic From Yandex.ru [10M] [WW] ⚡️?, 1.20  ,100,1000000
199,299,Website Traffic From Netflix [10M] [WW] ⚡️?, 1.20  ,100,1000000
200,300,Website Traffic From Twitch.TV [10M] [WW] ⚡️?, 1.20  ,100,1000000
201,301,Website Traffic From Bing [10M] [WW] ⚡️?, 1.20  ,100,1000000
202,302,Website Traffic From Ebay [10M] [WW] ⚡️?, 1.20  ,100,1000000
203,303,Website Traffic From OK.ru [10M] [WW] ⚡️?, 1.20  ,100,1000000
204,304,Website Traffic From MSN [10M] [WW] ⚡️?, 1.20  ,100,1000000
205,305,Website Traffic From IMGur [10M] [WW] ⚡️?, 1.20  ,100,1000000
206,306,Website Traffic From BuySellAds.com [10M] [WW] ⚡️?, 1.20  ,100,1000000
207,307,Website Traffic from Fiverr.com [1M] [WW] [12H - 50K/Day], 0.44  ,500,1000000
208,308,Website Traffic from Yelp [1M] [WW] [12H - 50K/Day], 0.44  ,500,1000000
209,309,Website Traffic [100K] [USA from Google] [1H - 2K/Day], 0.84  ,500,1000000
210,310,Website Traffic [50K] [GERMANY from Google] [12H - 10K/Day], 0.84  ,500,50000
211,311,Website Traffic [50K] [UK from Google] [1H - 2K/Day], 0.84  ,500,1000000
212,312,Website Traffic [20K] [FRANCE from Google] [12H - 10K/Day], 0.84  ,500,1000000
213,313,Website Traffic [100K] [India From Google] [1H - 2K/Day], 0.84  ,500,1000000
214,314,Website Traffic [50K] [CANADA from Google] [12H - 10K/Day], 0.84  ,500,1000000
215,315,Website Traffic [50K] [BRAZIL from Google] [1H - 2K/Day], 0.84  ,500,1000000
216,316,Website Traffic [50K] [INDONESIA from Google] [12H - 10K/Day], 0.84  ,500,50000
217,317,Website Traffic [50K] [RUSSIA from Google] [12H - 10K/Day], 0.84  ,500,1000000
218,318,Website Traffic [20K] [UKRAINE from Google] [12H - 10K/Day], 0.84  ,500,1000000
219,319,Website Traffic [50K] [MEXICO from Google] [12H - 10K/Day], 0.84  ,500,1000000
220,320,Website Traffic [20K] [VIETNAM from Google] [12H - 10K/Day], 0.84  ,500,1000000
221,321,Website Traffic [50K] [ITALY from Google] [12H - 10K/Day], 0.84  ,500,50000
222,322,Website Traffic [50K] [NETHERLANDS from Google] [12H - 10K/Day], 0.84  ,500,50000
223,323,Website Traffic [50K] [POLAND from Google] [12H - 10K/Day], 0.84  ,500,50000
224,324,Website Traffic [50K] [SPAIN from Google] [12H - 10K/Day], 0.84  ,500,50000
225,325,Website Traffic [50K] [TURKEY from Google] [12H - 10K/Day], 0.84  ,500,50000
226,326,Website Traffic [50K] [CHINA from Google] [12H - 10K/Day], 0.84  ,500,100000
227,327,Website Traffic [50K] [SINGAPORE from Google] [12H - 10K/Day], 0.84  ,500,50000
228,328,Website Traffic [50K] [TAIWAN from Google] [12H - 10K/Day], 0.84  ,500,50000
229,329,Website Traffic [50K] [THAILAND from Google] [12H - 10K/Day], 0.84  ,500,50000
230,330,Website Traffic [50K] [JAPAN from Google] [12H - 10K/Day], 0.84  ,500,50000
231,331,Website Traffic [50K] [PAKISTAN from Google] [12H - 10K/Day], 0.84  ,500,50000
232,332,Website Traffic [50K] [EGYPT from Google] [12H - 10K/Day], 0.84  ,500,50000
233,333,SoundCloud Fast Plays [10M] [S3]⚡️?⭐, 0.10  ,50000,10000000
234,334,SoundCloud Plays [10M] [S2]⚡️?⭐, 0.30  ,5000,10000000
235,335,SoundCloud Plays [1.5M] [S1] ⚡️?⭐, 0.30  ,100,1500000
236,336,SoundCloud USA Plays [1M] [S4] ⚡️?⭐, 0.12  ,10000,10000000
237,337,SoundCloud Plays [10M] [1H - 100K/Day], 0.16  ,20,10000000
238,338,SoundCloud Downloads [1.5M] ⚡️?⭐, 0.20  ,1000,10000000
239,339,SoundCloud Downloads [1.5M] ⚡️?⭐, 0.30  ,100,1500000
240,340,Soundcloud USA Likes [50K] [R30] ⚡️?⭐, 2  ,100,50000
241,341,SoundCloud Likes [1M] [1H - 10K/Day], 2.60  ,20,1000000
242,342,SoundCloud Likes [50K] [1H - 5K/Day], 3  ,50,50000
243,343,SoundCloud USA Followers [50K] [R30] ⚡️?⭐, 2  ,100,50000
244,344,SoundCloud Followers [50K] [R60] [1H - 5K/Day], 3.20  ,100,50000
245,345,SoundCloud Followers [1M] [1H - 10K/Day], 2.80  ,20,1000000
246,346,SoundCloud USA Reposts [50K] ⚡️?⭐, 2  ,100,50000
247,347,SoundCloud Reposts [10K] [1H - 5K/Day], 6  ,20,10000
248,348,SoundCloud Reposts [5K] ⚡️⭐, 12  ,20,5000
249,349,SoundCloud Reposts [10M] [1H - 10K/Day], 22  ,20,1000000
250,350,SoundCloud Track Random Comments [HQ] [10K] ⚡️, 7.20  ,20,10000
251,351,SoundCloud Comments [10M] [1H - 10K/Day], 18  ,20,1000000
252,352,Spotify Track Plays [WW] [10M] [R∞] ⭐, 1.56  ,1000,10000000
253,353,Spotify Track Plays [1M] [6H - 50K/Day], 1.60  ,50000,1000000
254,354,Spotify USA Plays [10M] [R∞] ⭐, 1.60  ,1000,10000000
255,355,Spotify USA Plays [100M] [6H - 10K/Day], 1.80  ,50000,2147483647
256,356,Spotify Album Plays [USA] [10M] [R∞] ⭐, 1.70  ,10000,10000000
257,357,Spotify Playlist Plays [USA] [10M] [R∞] ⭐, 1.70  ,20000,10000000
258,358,Spotify Playlist Plays [1M] [6H - 10K/Day], 2.40  ,1000,1000000
259,359,Spotify Plays [300K] [R60] ⭐, 2.40  ,5000,300000
260,360,Spotify Custom Playlist Plays [1M] [R60] ⭐, 2.40  ,5000,1000000
261,361,Spotify Followers [1M] [6H - 5K/Day], 3  ,1000,1000000
262,362,Spotify Followers [USA] [1M] [R∞] ⭐, 3.50  ,1000,1000000
263,363,Spotify USA Followers [PLAYLIST] [1M] [R∞] ⭐, 3.50  ,1000,1000000
264,364,Spotify Premium Plays [USA] [1M] [R∞] ⭐, 3.60  ,10000,1000000
265,365,Spotify Premium Playlist/Album Plays [USA] [10M] [R∞] ⭐, 3.60  ,10000,10000000
266,366,Spotify Saves [For Track/Album] [USA] [1M] [R∞] ⭐, 14.30  ,100,1000000
267,367,Spotify Premium Saves [1M] [USA] [R∞] ⭐, 50  ,500,1000000
268,368,Spotify Plays [USA][50K Min] [10M] [R∞] ⭐, 1.56  ,50000,10000000
269,369,Spotify Followers [1M] [6H - 10K/Day], 5  ,20,1000000
270,370,Spotify Followers [PLAYLIST] [1M] [6H - 100K/Day], 5  ,1000,1000000
271,372,Spotify Followers [PLAYLIST] [1M] [R60] ⚡️, 7.20  ,500,1000000
272,373,Spotify Plays [10M] [R∞] ⭐, 1.50  ,1000,10000000
273,374,Spotify USA Followers [100K] [6H - 5K/Day], 3  ,1000,100000
274,375,Spotify FRANCE Followers [100K] [6H - 5K/Day], 6.40  ,100,100000
275,376,Spotify FRANCE Followers [PLAYLIST] [100K] [6H - 5K/Day], 6.40  ,100,5000
276,377,Spotify USA Plays [1M] [1H - 100K/Day], 2  ,100,1000000
277,378,Spotify UK Plays [1M] [6H - 10K/Day], 6.40  ,100,1000000
278,379,Spotify German Plays [1M] [6H - 10K/Day], 6.40  ,20,1000000
279,380,Spotify CANADA Plays [1M] [6H - 10K/Day], 6.40  ,100,1000000
280,381,Spotify FRANCE Plays [1M] [6H - 10K/Day], 6.40  ,100,1000000
281,382,Spotify NETHERLANDS Plays [1M] [6H - 10K/Day], 6.40  ,100,1000000
282,383,Spotify USA Playlist Plays [1M] [6H - 10K/Day], 2.60  ,1000,1000000
283,384,Spotify UK Playlist Plays [1M] [6H - 10K/Day], 6.40  ,1000,1000000
284,385,Spotify German Playlist Plays [1M] [6H - 10K/Day], 6.40  ,1000,1000000
285,386,Spotify CANADA Playlist Plays [1M] [6H - 10K/Day], 6.40  ,1000,1000000
